Month,Incident Number,Date of Incident,Day of Week,Number of Victims under 18,Number of Victims over 18,Number of Offenders under 18,Number of Offenders over 18,Race/Ethnicity of Offenders,Offense(s),Offense Location,Bias,Zip Code,APD Sector,Council District
Sep,2017-819805,03-02-2017 00:00,Wed,1,2,1,2,Hispanic,Burglary,Home/Residence,Anti-Asian,78701,Edward,1
Aug,2017-863176,07/25/2017 12:00:00 AM,Mon,0,1,0,1,Hispanic,Destruction,Park/Playground,Anti-Black or African American,78704,Ida,1
Jun,2017-208642,01-08-2017 00:00,Sat,0,1,0,0,Hispanic,Aggravated Assault,Other,Anti-Jewish,78701,Charlie,10
Dec,2017-203992,05/17/2017 12:00:00 AM,Tue,1,2,2,0,Other,Robbery,Home/Residence,Anti-Asian,78705,Charlie,9
Nov,2017-238525,04-04-2017 00:00,Mon,0,1,2,0,Hispanic,Vandalism,Park/Playground,Anti-Black or African American,78757,Charlie,2
Apr,2017-233389,03/29/2017 12:00:00 AM,Tue,0,2,0,2,Black or African American/Not Hispanic,Aggravated Assault,School/College,Anti-Black or African American,78702,Edward,7
Apr,2017-233034,11-08-2017 00:00,Tue,1,2,2,0,Black or African American/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78705,David,8
Feb,2017-136859,03/14/2017 12:00:00 AM,Mon,0,2,0,2,Asian,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Henry,3
Dec,2017-100307,12-11-2017 00:00,Sun,0,2,2,3,White/Not Hispanic,Theft,Park/Playground,Anti-Asian,78757,Edward,1
Jun,2017-334615,01/14/2017 12:00:00 AM,Fri,0,0,2,2,Unknown,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Ida,2
May,2017-334229,10-11-2017 00:00,Tue,1,2,2,0,Other,Robbery,Home/Residence,Anti-Black or African American,78702,Edward,9
May,2017-914034,09/13/2017 12:00:00 AM,Tue,0,0,0,1,Asian,Robbery,Store/Shop,Anti-Jewish,78701,Henry,4
Jun,2017-910854,04/19/2017 12:00:00 AM,Tue,0,1,2,3,Unknown,Burglary,Park/Playground,Anti-Hispanic,78702,Henry,2
Sep,2017-232380,08/18/2017 12:00:00 AM,Thu,0,0,0,1,Unknown,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78705,Ida,4
May,2017-648359,12/16/2017 12:00:00 AM,Fri,1,3,0,0,Black or African American/Not Hispanic,Robbery,Home/Residence,Anti-Jewish,78701,Henry,6
Nov,2017-689519,01/29/2017 12:00:00 AM,Sat,2,0,1,3,Other,Vandalism,School/College,Anti-Asian,78704,Charlie,8
Sep,2017-250798,04/25/2017 12:00:00 AM,Mon,0,2,0,3,Black or African American/Not Hispanic,Robbery,Other,Anti-Other,78704,Ida,4
Jun,2017-338312,09/17/2017 12:00:00 AM,Sat,1,3,2,3,White/Not Hispanic,Theft,Home/Residence,Anti-Other,78705,Edward,3
Apr,2017-486685,01/21/2017 12:00:00 AM,Fri,1,0,0,0,White/Not Hispanic,Vandalism,Store/Shop,Anti-Jewish,78704,Henry,3
Jun,2017-859534,09-11-2017 00:00,Sun,0,3,1,0,Other,Robbery,School/College,Anti-Asian,78757,Edward,5
Oct,2017-266789,11/25/2017 12:00:00 AM,Fri,1,0,1,3,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78705,Charlie,10
Jul,2017-847416,05/15/2017 12:00:00 AM,Sun,2,1,2,3,Asian,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Charlie,5
Oct,2017-132689,06-06-2017 00:00,Mon,1,2,2,1,Black or African American/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78702,Charlie,7
Dec,2017-362774,12/31/2017 12:00:00 AM,Sat,1,0,1,2,Unknown,Destruction,Store/Shop,Anti-Black or African American,78704,Ida,2
Apr,2017-319074,07/27/2017 12:00:00 AM,Wed,1,3,0,0,Unknown,Robbery,Park/Playground,Anti-Jewish,78757,David,7
Nov,2017-686755,11/16/2017 12:00:00 AM,Wed,2,1,2,2,White/Not Hispanic,Burglary,Other,Anti-Asian,78704,Charlie,5
Jun,2017-475977,11/22/2017 12:00:00 AM,Tue,1,1,1,3,Hispanic,Robbery,School/College,Anti-Other,78702,Edward,10
Jan,2017-174107,09/20/2017 12:00:00 AM,Tue,0,2,2,2,Other,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-White,78705,Ida,4
Jun,2017-162094,10/19/2017 12:00:00 AM,Wed,2,2,1,1,White/Not Hispanic,Theft,Home/Residence,Anti-Black or African American,78701,Henry,6
Jul,2017-150841,11-01-2017 00:00,Tue,0,3,0,1,Black or African American/Not Hispanic,Theft,Store/Shop,Anti-White,78702,Ida,5
Nov,2017-828100,09/14/2017 12:00:00 AM,Wed,1,2,2,1,Hispanic,Robbery,Store/Shop,Anti-Jewish,78702,Ida,9
Jul,2017-339183,07/30/2017 12:00:00 AM,Sat,1,2,1,0,Unknown,Aggravated Assault,School/College,Anti-White,78757,Charlie,5
Dec,2017-723284,08/31/2017 12:00:00 AM,Wed,2,0,1,2,White/Not Hispanic,Vandalism,Park/Playground,Anti-Hispanic,78702,Charlie,4
Sep,2017-224294,12/20/2017 12:00:00 AM,Tue,0,2,2,2,Unknown,Burglary,Other,Anti-Other,78702,David,7
Sep,2017-894576,11/13/2017 12:00:00 AM,Sun,2,1,1,1,White/Not Hispanic,Theft,Home/Residence,Anti-Jewish,78705,David,8
Aug,2017-798839,10/24/2017 12:00:00 AM,Mon,0,0,0,1,White/Not Hispanic,Robbery,Park/Playground,Anti-Black or African American,78757,Ida,8
Aug,2017-596098,12-10-2017 00:00,Sat,0,0,0,3,White/Not Hispanic,Theft,Store/Shop,Anti-Hispanic,78704,David,10
May,2017-573109,02-12-2017 00:00,Sat,2,2,0,3,Black or African American/Not Hispanic,Vandalism,Park/Playground,Anti-White,78757,Henry,6
Dec,2017-850130,04/19/2017 12:00:00 AM,Tue,0,0,0,3,Black or African American/Not Hispanic,Theft,Store/Shop,Anti-Hispanic,78702,David,7
Apr,2017-696144,04-05-2017 00:00,Tue,2,0,0,1,Asian,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Charlie,10
Jan,2017-982884,05/26/2017 12:00:00 AM,Thu,0,3,2,3,Asian,Robbery,School/College,Anti-Jewish,78757,David,2
Jul,2017-638807,03/25/2017 12:00:00 AM,Fri,0,2,0,2,Asian,Robbery,Home/Residence,Anti-Hispanic,78704,Henry,4
Jul,2017-650187,09-11-2017 00:00,Sun,2,2,2,2,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Henry,2
Sep,2017-410620,01-01-2018 00:00,Sun,1,3,2,3,Black or African American/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78757,Henry,10
Oct,2017-990582,08/18/2017 12:00:00 AM,Thu,2,1,1,1,Hispanic,Burglary,Park/Playground,Anti-White,78757,Charlie,9
Apr,2017-576995,07/26/2017 12:00:00 AM,Tue,1,0,1,0,Asian,Burglary,Store/Shop,Anti-Jewish,78757,Charlie,4
Mar,2017-866004,12-04-2017 00:00,Sun,0,1,2,0,Hispanic,Vandalism,Home/Residence,Anti-Black or African American,78757,Edward,10
Jun,2017-223987,12-06-2017 00:00,Tue,0,2,1,1,Hispanic,Vandalism,Home/Residence,Anti-Hispanic,78702,Charlie,10
Jul,2017-607056,10/21/2017 12:00:00 AM,Fri,2,2,2,0,Other,Robbery,Home/Residence,Anti-Black or African American,78701,Edward,4
Nov,2017-908558,09/16/2017 12:00:00 AM,Fri,1,1,0,3,Black or African American/Not Hispanic,Aggravated Assault,School/College,Anti-Hispanic,78705,Ida,7
Apr,2017-158097,05/23/2017 12:00:00 AM,Mon,0,1,1,1,Asian,Vandalism,School/College,Anti-Jewish,78704,Edward,3
Jan,2017-258648,09/27/2017 12:00:00 AM,Tue,1,1,1,1,Asian,Aggravated Assault,Home/Residence,Anti-White,78702,Edward,9
Dec,2017-104728,10/21/2017 12:00:00 AM,Fri,1,2,0,1,Unknown,Burglary,Home/Residence,Anti-Black or African American,78704,Ida,10
Nov,2017-412745,12-06-2017 00:00,Tue,1,1,2,0,Other,Vandalism,Store/Shop,Anti-Jewish,78702,Edward,8
Jan,2017-355504,08/16/2017 12:00:00 AM,Tue,0,0,1,0,Asian,Vandalism,Home/Residence,Anti-Jewish,78702,Henry,9
Mar,2017-210544,11-07-2017 00:00,Mon,2,2,2,1,Unknown,Robbery,Home/Residence,Anti-Asian,78701,David,3
Dec,2017-766290,03-06-2017 00:00,Sun,1,0,2,1,Other,Burglary,Store/Shop,Anti-Black or African American,78702,Edward,4
Aug,2017-591509,11/18/2017 12:00:00 AM,Fri,2,1,0,3,Other,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78702,Edward,10
Mar,2017-284077,05-06-2017 00:00,Fri,1,1,0,0,White/Not Hispanic,Aggravated Assault,Other,Anti-Hispanic,78757,Edward,9
Jan,2017-834930,12/30/2017 12:00:00 AM,Fri,1,2,2,0,Other,Aggravated Assault,Store/Shop,Anti-Black or African American,78704,David,5
Oct,2017-653027,12/15/2017 12:00:00 AM,Thu,1,2,1,0,Unknown,Aggravated Assault,Other,Anti-Black or African American,78757,Charlie,9
Aug,2017-559457,10/19/2017 12:00:00 AM,Wed,0,1,1,2,White/Not Hispanic,Robbery,Home/Residence,Anti-Jewish,78757,Ida,8
Sep,2017-809622,03/30/2017 12:00:00 AM,Wed,2,2,0,2,White/Not Hispanic,Vandalism,Store/Shop,Anti-Hispanic,78705,Henry,4
Jan,2017-126342,01-01-2018 00:00,Sun,2,2,0,3,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Henry,1
Aug,2017-446255,12/23/2017 12:00:00 AM,Fri,1,1,0,3,Other,Destruction,Other,Anti-Hispanic,78757,Charlie,9
Jan,2017-775308,08-02-2017 00:00,Tue,0,1,1,2,Asian,Theft,Home/Residence,Anti-Jewish,78757,Ida,3
Aug,2017-153549,08/22/2017 12:00:00 AM,Mon,0,2,0,0,Asian,Aggravated Assault,Other,Anti-Black or African American,78705,Ida,5
Sep,2017-209839,04/26/2017 12:00:00 AM,Tue,2,1,0,3,Other,Vandalism,School/College,Anti-Asian,78757,Charlie,5
Mar,2017-105673,06/28/2017 12:00:00 AM,Tue,0,3,2,2,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78702,Edward,8
May,2017-456698,12-03-2017 00:00,Sat,2,2,2,1,White/Not Hispanic,Burglary,School/College,Anti-Asian,78757,Ida,3
Oct,2017-871711,12-11-2017 00:00,Sun,2,2,1,1,Other,Robbery,Home/Residence,Anti-Hispanic,78757,Ida,3
Jan,2017-307303,01-12-2017 00:00,Wed,1,0,1,3,Unknown,Burglary,School/College,Anti-White,78701,Charlie,10
Jul,2017-377476,07/31/2017 12:00:00 AM,Sun,0,2,1,1,White/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78705,Henry,2
Oct,2017-235150,01/13/2017 12:00:00 AM,Thu,2,0,0,3,Other,Burglary,Park/Playground,Anti-Hispanic,78701,David,6
Jul,2017-833293,06/25/2017 12:00:00 AM,Sat,2,1,0,3,Black or African American/Not Hispanic,Destruction,Home/Residence,Anti-Hispanic,78702,Charlie,7
Apr,2017-958599,01-01-2018 00:00,Sun,0,0,1,3,Other,Aggravated Assault,Other,Anti-Other,78702,David,3
Jan,2017-792165,04-09-2017 00:00,Sat,0,2,2,0,Unknown,Robbery,Store/Shop,Anti-White,78704,Edward,2
Nov,2017-103556,05/24/2017 12:00:00 AM,Tue,0,0,1,1,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-White,78704,Edward,6
Mar,2017-521679,04/25/2017 12:00:00 AM,Mon,1,1,1,0,Black or African American/Not Hispanic,Vandalism,Store/Shop,Anti-White,78701,Charlie,10
May,2017-568669,12/14/2017 12:00:00 AM,Wed,2,0,1,0,Unknown,Destruction,School/College,Anti-Black or African American,78705,Ida,2
Dec,2017-332955,05/27/2017 12:00:00 AM,Fri,2,1,2,3,Hispanic,Destruction,Home/Residence,Anti-Black or African American,78702,Edward,7
Nov,2017-933502,05/15/2017 12:00:00 AM,Sun,0,3,2,2,White/Not Hispanic,Aggravated Assault,School/College,Anti-Hispanic,78704,Ida,1
Sep,2017-902148,06-08-2017 00:00,Wed,0,3,0,2,Black or African American/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78702,Ida,9
May,2017-544641,01/15/2017 12:00:00 AM,Sat,0,3,1,2,Asian,Vandalism,Other,Anti-Other,78705,Edward,2
Jul,2017-796448,07/13/2017 12:00:00 AM,Wed,2,0,2,3,White/Not Hispanic,Robbery,Store/Shop,Anti-Hispanic,78702,Charlie,10
Apr,2017-508040,06/24/2017 12:00:00 AM,Fri,1,2,2,2,Other,Theft,Park/Playground,Anti-Black or African American,78705,Charlie,6
Sep,2017-477937,10/22/2017 12:00:00 AM,Sat,1,2,0,0,Asian,Robbery,School/College,Anti-Other,78705,Henry,8
Mar,2017-416531,04/18/2017 12:00:00 AM,Mon,2,2,1,2,Hispanic,Destruction,Park/Playground,Anti-White,78705,David,1
Mar,2017-111702,10/21/2017 12:00:00 AM,Fri,2,3,0,2,Asian,Theft,Home/Residence,Anti-Hispanic,78757,David,10
Apr,2017-812463,11/26/2017 12:00:00 AM,Sat,1,1,1,2,Other,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78702,David,10
May,2017-397250,12/15/2017 12:00:00 AM,Thu,1,1,2,1,Other,Destruction,School/College,Anti-Black or African American,78704,David,1
Jan,2017-834777,10-07-2017 00:00,Fri,1,1,0,2,Other,Vandalism,Other,Anti-Jewish,78702,Charlie,6
Oct,2017-188570,09/28/2017 12:00:00 AM,Wed,2,2,2,3,Other,Destruction,Store/Shop,Anti-Black or African American,78705,Ida,8
Jul,2017-680241,05/15/2017 12:00:00 AM,Sun,1,0,2,3,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,Henry,1
Dec,2017-578173,08/13/2017 12:00:00 AM,Sat,2,3,1,3,Other,Robbery,School/College,Anti-Hispanic,78704,Henry,9
Nov,2017-741305,07/14/2017 12:00:00 AM,Thu,1,2,1,2,Asian,Theft,School/College,Anti-Jewish,78704,Henry,3
Jun,2017-309840,04-04-2017 00:00,Mon,0,3,1,3,Hispanic,Theft,Store/Shop,Anti-Jewish,78704,Edward,8
Oct,2017-702601,03/31/2017 12:00:00 AM,Thu,2,0,1,1,White/Not Hispanic,Destruction,Park/Playground,Anti-Asian,78757,Charlie,2
Dec,2017-712206,05-07-2017 00:00,Sat,2,1,1,2,White/Not Hispanic,Burglary,Other,Anti-White,78757,Charlie,9
Apr,2017-826470,06-07-2017 00:00,Tue,2,1,0,1,Other,Burglary,Other,Anti-Hispanic,78705,David,2
Jan,2017-952506,03-01-2017 00:00,Tue,0,3,1,3,Black or African American/Not Hispanic,Robbery,Home/Residence,Anti-Other,78701,Edward,2
Dec,2017-190309,10-02-2017 00:00,Sun,0,1,0,3,Unknown,Theft,School/College,Anti-Asian,78701,Charlie,6
Jul,2017-689341,10/31/2017 12:00:00 AM,Mon,2,2,2,0,Other,Robbery,Store/Shop,Anti-Black or African American,78702,Charlie,10
Dec,2017-214134,11-02-2017 00:00,Wed,0,3,0,1,White/Not Hispanic,Theft,School/College,Anti-Black or African American,78705,Charlie,4
Oct,2017-216629,09/29/2017 12:00:00 AM,Thu,2,2,1,2,Other,Theft,Store/Shop,Anti-Hispanic,78702,Henry,10
May,2017-858867,03/19/2017 12:00:00 AM,Sat,1,2,2,2,Hispanic,Robbery,Store/Shop,Anti-Jewish,78701,David,7
Sep,2017-619966,04/14/2017 12:00:00 AM,Thu,1,1,1,1,White/Not Hispanic,Robbery,Home/Residence,Anti-Hispanic,78702,Henry,4
Oct,2017-166605,06-02-2017 00:00,Thu,0,2,2,3,Other,Robbery,Other,Anti-White,78701,Edward,1
Oct,2017-810512,03/17/2017 12:00:00 AM,Thu,2,0,1,2,Other,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Ida,4
Jul,2017-853880,12/26/2017 12:00:00 AM,Mon,2,0,2,3,Other,Aggravated Assault,Park/Playground,Anti-Jewish,78702,Charlie,7
Feb,2017-775264,07/19/2017 12:00:00 AM,Tue,2,0,1,0,Unknown,Burglary,Store/Shop,Anti-Asian,78705,Charlie,5
Jan,2017-834980,10-03-2017 00:00,Mon,2,0,0,2,Hispanic,Destruction,Park/Playground,Anti-Other,78701,Ida,4
Feb,2017-154745,08/25/2017 12:00:00 AM,Thu,0,2,1,1,White/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Charlie,7
Nov,2017-918229,02-06-2017 00:00,Sun,1,3,2,3,Unknown,Aggravated Assault,Home/Residence,Anti-Asian,78705,Henry,3
Feb,2017-185845,05-01-2017 00:00,Sun,2,0,0,0,Other,Theft,Home/Residence,Anti-White,78702,Ida,1
Dec,2017-994455,07/22/2017 12:00:00 AM,Fri,1,1,2,0,White/Not Hispanic,Vandalism,School/College,Anti-Jewish,78704,David,10
Nov,2017-415654,01/22/2017 12:00:00 AM,Sat,1,0,1,3,Asian,Robbery,School/College,Anti-Jewish,78705,Ida,10
Feb,2017-804171,04/28/2017 12:00:00 AM,Thu,2,1,2,2,Hispanic,Robbery,School/College,Anti-Jewish,78757,Ida,6
Mar,2017-874478,01/26/2017 12:00:00 AM,Wed,1,3,2,1,Black or African American/Not Hispanic,Theft,Store/Shop,Anti-White,78705,Henry,8
Jan,2017-997846,06-07-2017 00:00,Tue,0,3,0,3,Other,Aggravated Assault,Park/Playground,Anti-White,78701,Henry,9
Nov,2017-527112,10/23/2017 12:00:00 AM,Sun,0,0,0,2,Hispanic,Robbery,Other,Anti-Black or African American,78757,Charlie,2
Dec,2017-808980,03-09-2017 00:00,Wed,2,1,0,0,Black or African American/Not Hispanic,Robbery,School/College,Anti-Hispanic,78701,David,10
Jul,2017-371333,03-12-2017 00:00,Sat,0,2,1,0,Unknown,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78705,Henry,6
Mar,2017-356706,04/15/2017 12:00:00 AM,Fri,1,0,2,1,Other,Vandalism,School/College,Anti-White,78702,Charlie,3
May,2017-872980,10/30/2017 12:00:00 AM,Sun,2,1,1,2,Asian,Burglary,School/College,Anti-Jewish,78701,David,2
May,2017-470240,06/22/2017 12:00:00 AM,Wed,1,1,2,1,White/Not Hispanic,Robbery,Home/Residence,Anti-Asian,78704,Henry,1
Mar,2017-897585,01-09-2017 00:00,Sun,2,3,1,0,White/Not Hispanic,Vandalism,Other,Anti-Asian,78705,Edward,5
Jul,2017-457636,06/18/2017 12:00:00 AM,Sat,2,3,0,2,White/Not Hispanic,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-White,78702,Ida,3
Feb,2017-281321,10/23/2017 12:00:00 AM,Sun,1,2,1,0,Other,Theft,Park/Playground,Anti-Jewish,78702,Ida,5
Jul,2017-193444,12-03-2017 00:00,Sat,2,3,2,0,Black or African American/Not Hispanic,Destruction,Store/Shop,Anti-Black or African American,78705,Edward,8
Dec,2017-555523,07/29/2017 12:00:00 AM,Fri,0,2,2,3,Unknown,Destruction,Home/Residence,Anti-Hispanic,78702,Edward,7
Mar,2017-750518,10-07-2017 00:00,Fri,0,2,0,2,Other,Vandalism,School/College,Anti-Jewish,78757,Henry,1
Mar,2017-636345,12-02-2017 00:00,Fri,1,3,0,2,White/Not Hispanic,Vandalism,Other,Anti-Black or African American,78757,Edward,9
Jul,2017-742615,01/25/2017 12:00:00 AM,Tue,0,3,2,3,Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78757,Edward,5
Jul,2017-771956,08-04-2017 00:00,Thu,2,1,0,1,Other,Aggravated Assault,Home/Residence,Anti-Black or African American,78705,Charlie,5
Jun,2017-667792,12/28/2017 12:00:00 AM,Wed,0,0,1,0,Hispanic,Theft,School/College,Anti-Jewish,78705,Ida,4
Jul,2017-355942,09-04-2017 00:00,Sun,2,2,0,2,Unknown,Robbery,Store/Shop,Anti-Hispanic,78702,David,9
Jan,2017-416689,07/19/2017 12:00:00 AM,Tue,1,2,0,0,Other,Burglary,Home/Residence,Anti-White,78702,Charlie,10
Sep,2017-838654,10/20/2017 12:00:00 AM,Thu,2,1,0,2,Unknown,Vandalism,School/College,Anti-White,78704,Ida,9
May,2017-242192,01/29/2017 12:00:00 AM,Sat,2,2,2,1,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Charlie,8
Jun,2017-253221,04/24/2017 12:00:00 AM,Sun,0,3,0,2,Asian,Burglary,Other,Anti-Hispanic,78704,Charlie,6
Oct,2017-988191,10-04-2017 00:00,Tue,2,3,1,3,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Hispanic,78705,Edward,10
Nov,2017-214298,09-05-2017 00:00,Mon,2,2,0,0,Unknown,Destruction,Other,Anti-Other,78702,David,10
Aug,2017-714362,11-12-2017 00:00,Sat,2,0,1,0,Asian,Destruction,School/College,Anti-White,78702,Henry,4
May,2017-842942,10-06-2017 00:00,Thu,2,3,1,2,Hispanic,Vandalism,Store/Shop,Anti-Hispanic,78757,Henry,8
Jan,2017-891125,07-07-2017 00:00,Thu,1,2,0,0,Asian,Robbery,Home/Residence,Anti-White,78704,Henry,1
Oct,2017-296562,02/18/2017 12:00:00 AM,Fri,0,1,2,3,White/Not Hispanic,Aggravated Assault,Other,Anti-Asian,78701,Edward,3
Nov,2017-848323,06-10-2017 00:00,Fri,2,0,0,3,Asian,Aggravated Assault,Other,Anti-Hispanic,78757,Henry,9
Sep,2017-762326,09-08-2017 00:00,Thu,0,1,1,0,White/Not Hispanic,Theft,Home/Residence,Anti-Black or African American,78705,David,5
Nov,2017-819306,07/23/2017 12:00:00 AM,Sat,0,1,0,2,White/Not Hispanic,Theft,Park/Playground,Anti-Hispanic,78701,Henry,10
Aug,2017-966864,09/23/2017 12:00:00 AM,Fri,2,1,2,3,Hispanic,Robbery,Home/Residence,Anti-Jewish,78702,Henry,6
Jan,2017-545007,09/15/2017 12:00:00 AM,Thu,1,3,0,0,White/Not Hispanic,Burglary,Other,Anti-Jewish,78702,Edward,1
Jan,2017-447418,10/26/2017 12:00:00 AM,Wed,1,0,0,2,Asian,Theft,Store/Shop,Anti-Other,78705,Henry,1
Dec,2017-819449,11/29/2017 12:00:00 AM,Tue,0,0,0,2,Other,Theft,Other,Anti-Jewish,78704,Henry,2
Mar,2017-358581,08/18/2017 12:00:00 AM,Thu,2,3,0,0,Other,Vandalism,Home/Residence,Anti-Asian,78702,Ida,4
Jan,2017-356426,05-03-2017 00:00,Tue,0,3,0,2,Black or African American/Not Hispanic,Theft,School/College,Anti-Hispanic,78757,Edward,1
Jun,2017-184996,08/25/2017 12:00:00 AM,Thu,1,1,2,1,Asian,Robbery,School/College,Anti-Jewish,78705,Edward,1
Feb,2017-452005,02-04-2017 00:00,Fri,1,3,1,1,Black or African American/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Charlie,2
Sep,2017-261547,03/26/2017 12:00:00 AM,Sat,0,1,1,2,Black or African American/Not Hispanic,Aggravated Assault,School/College,Anti-Other,78704,Charlie,5
Nov,2017-890626,09/20/2017 12:00:00 AM,Tue,2,2,2,3,Black or African American/Not Hispanic,Robbery,School/College,Anti-Asian,78757,David,7
Jun,2017-852860,11-12-2017 00:00,Sat,0,0,1,2,Unknown,Destruction,Home/Residence,Anti-Asian,78702,Henry,3
Oct,2017-559407,10/28/2017 12:00:00 AM,Fri,0,3,1,1,Hispanic,Burglary,Other,Anti-Asian,78701,Edward,10
Feb,2017-733717,05/21/2017 12:00:00 AM,Sat,1,3,0,3,Unknown,Vandalism,Other,Anti-Other,78701,Edward,5
Oct,2017-794172,07/19/2017 12:00:00 AM,Tue,1,1,1,3,Black or African American/Not Hispanic,Vandalism,Store/Shop,Anti-Asian,78704,Edward,9
Jul,2017-347361,11/20/2017 12:00:00 AM,Sun,2,2,2,0,Unknown,Vandalism,Home/Residence,Anti-Hispanic,78701,Charlie,1
Oct,2017-871297,02/25/2017 12:00:00 AM,Fri,0,0,1,1,Hispanic,Destruction,School/College,Anti-Black or African American,78701,Ida,9
Sep,2017-679182,07/18/2017 12:00:00 AM,Mon,1,0,0,0,Other,Aggravated Assault,Park/Playground,Anti-Other,78701,Edward,6
Oct,2017-376973,09-06-2017 00:00,Tue,2,0,0,2,Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78705,David,10
Mar,2017-508339,03/18/2017 12:00:00 AM,Fri,2,3,0,2,Unknown,Destruction,Other,Anti-Jewish,78702,Charlie,1
Nov,2017-169621,04/19/2017 12:00:00 AM,Tue,1,0,2,3,Other,Burglary,Other,Anti-Other,78702,David,9
Mar,2017-751810,04/27/2017 12:00:00 AM,Wed,2,3,0,0,Other,Theft,Store/Shop,Anti-Other,78704,David,1
Mar,2017-313989,07/29/2017 12:00:00 AM,Fri,0,2,1,3,Hispanic,Destruction,School/College,Anti-White,78702,Edward,9
Mar,2017-417428,04/22/2017 12:00:00 AM,Fri,1,0,1,2,Hispanic,Destruction,Home/Residence,Anti-Hispanic,78705,David,1
Aug,2017-356400,09/17/2017 12:00:00 AM,Sat,0,3,1,2,Black or African American/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Asian,78704,Ida,1
Feb,2017-265711,09/15/2017 12:00:00 AM,Thu,0,2,2,3,Unknown,Destruction,Store/Shop,Anti-White,78757,Charlie,6
Jan,2017-941257,01-01-2018 00:00,Sun,1,0,1,2,Other,Vandalism,Other,Anti-White,78701,Charlie,9
Apr,2017-565078,02-07-2017 00:00,Mon,1,2,1,1,White/Not Hispanic,Theft,Park/Playground,Anti-White,78757,Ida,10
Jul,2017-286439,08-03-2017 00:00,Wed,1,1,2,0,Hispanic,Theft,School/College,Anti-White,78757,Ida,9
Nov,2017-239598,05/17/2017 12:00:00 AM,Tue,0,2,0,0,White/Not Hispanic,Vandalism,Store/Shop,Anti-Hispanic,78704,David,5
Nov,2017-101173,05/26/2017 12:00:00 AM,Thu,0,0,0,1,White/Not Hispanic,Theft,School/College,Anti-Black or African American,78704,Ida,6
Feb,2017-730478,05/29/2017 12:00:00 AM,Sun,2,2,0,3,Black or African American/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,Edward,4
Apr,2017-965024,12/13/2017 12:00:00 AM,Tue,2,3,1,1,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78702,Charlie,3
Feb,2017-875364,12/16/2017 12:00:00 AM,Fri,1,1,0,3,Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78705,Charlie,3
Feb,2017-974301,11/26/2017 12:00:00 AM,Sat,0,2,2,1,Asian,Theft,Store/Shop,Anti-Asian,78701,Henry,8
Sep,2017-528809,07-02-2017 00:00,Sat,1,0,0,1,Other,Destruction,Other,Anti-Jewish,78757,Henry,2
Jun,2017-391953,10-09-2017 00:00,Sun,2,1,0,0,Black or African American/Not Hispanic,Aggravated Assault,Park/Playground,Anti-Other,78705,David,8
Jun,2017-435981,07/13/2017 12:00:00 AM,Wed,1,3,1,2,Asian,Robbery,School/College,Anti-Jewish,78701,Ida,9
